pogona_vitticeps ENSPVIG00000014978
anolis_carolinensis ENSACAG00000007284
notechis_scutatus ENSNSUG00000002410
salvator_merianae ENSSMRG00000012114
parus_major ENSPMJG00000004140
lonchura_striata_domestica ENSLSDG00000014852
anas_platyrhynchos_platyrhynchos ENSAPLG00000026416
anser_brachyrhynchus ENSABRG00000012996
anas_platyrhynchos_platyrhynchos ENSAPLG00000024486
lepidothrix_coronata ENSLCOG00000010931
calidris_pygmaea ENSCPGG00000010907
crocodylus_porosus ENSCPRG00005006191
pteropus_vampyrus ENSPVAG00000007580
myotis_lucifugus ENSMLUG00000006654
erinaceus_europaeus ENSEEUG00000007739
ursus_americanus ENSUAMG00000027230
ursus_maritimus ENSUMAG00000016818
ailuropoda_melanoleuca ENSAMEG00000003645
neovison_vison ENSNVIG00000022541
mustela_putorius_furo ENSMPUG00000001307
canis_lupus_dingo ENSCAFG00020024919
vulpes_vulpes ENSVVUG00000021961
panthera_tigris_altaica ENSPTIG00000011295
panthera_pardus ENSPPRG00000000308
felis_catus ENSFCAG00000012016
equus_caballus ENSECAG00000008841
equus_asinus_asinus ENSEASG00005004911
bos_mutus ENSBMUG00000017582
bos_taurus ENSBTAG00000002799
capra_hircus ENSCHIG00000022298
tursiops_truncatus ENSTTRG00000007097
sus_scrofa ENSSSCG00000000385
bison_bison_bison ENSBBBG00000002851
ovis_aries ENSOARG00000009687
vicugna_pacos ENSVPAG00000007304
canis_lupus_familiaris ENSCAFG00000000112
castor_canadensis ENSCCNG00000020005
dipodomys_ordii ENSDORG00000012941
octodon_degus ENSODEG00000005029
chinchilla_lanigera ENSCLAG00000011646
cavia_porcellus ENSCPOG00000023730
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018904
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018219
fukomys_damarensis ENSFDAG00000011595
urocitellus_parryii ENSUPAG00010015699
spermophilus_dauricus ENSSDAG00000005838
ictidomys_tridecemlineatus ENSSTOG00000015941
marmota_marmota_marmota ENSMMMG00000013736
mus_spicilegus ENSMSIG00000008443
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016760
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039878
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015935
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031150
rattus_norvegicus ENSRNOG00000033361
meriones_unguiculatus ENSMUGG00000022930
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004371
cricetulus_griseus_crigri-picr ENSCGRG00015028301
cricetulus_griseus_crigri_1.0 ENSCGRG00000015573
mesocricetus_auratus ENSMAUG00000009609
microtus_ochrogaster ENSMOCG00000009064
peromyscus_maniculatus_bairdii ENSPEMG00000016720
nannospalax_galili ENSNGAG00000000282
jaculus_jaculus ENSJJAG00000010955
oryctolagus_cuniculus ENSOCUG00000007204
ochotona_princeps ENSOPRG00000001356
mandrillus_leucophaeus ENSMLEG00000043323
cercocebus_atys ENSCATG00000040652
papio_anubis ENSPANG00000004176
theropithecus_gelada ENSTGEG00000013601
chlorocebus_sabaeus ENSCSAG00000005194
macaca_mulatta ENSMMUG00000008674
macaca_fascicularis ENSMFAG00000044988
macaca_nemestrina ENSMNEG00000031313
rhinopithecus_roxellana ENSRROG00000032733
rhinopithecus_bieti ENSRBIG00000033495
colobus_angolensis_palliatus ENSCANG00000043259
pan_paniscus ENSPPAG00000042690
pan_troglodytes ENSPTRG00000005084
homo_sapiens ENSG00000139540
gorilla_gorilla ENSGGOG00000009056
pongo_abelii ENSPPYG00000004651
nomascus_leucogenys ENSNLEG00000017528
cebus_capucinus_imitator ENSCCAG00000037965
callithrix_jacchus ENSCJAG00000011444
saimiri_boliviensis_boliviensis ENSSBOG00000034171
aotus_nancymaae ENSANAG00000037530
carlito_syrichta ENSTSYG00000030861
prolemur_simus ENSPSMG00000024003
microcebus_murinus ENSMICG00000014494
propithecus_coquereli ENSPCOG00000007171
otolemur_garnettii ENSOGAG00000001526
tupaia_belangeri ENSTBEG00000002213
loxodonta_africana ENSLAFG00000000195
procavia_capensis ENSPCAG00000009355
echinops_telfairi ENSETEG00000015581
dasypus_novemcinctus ENSDNOG00000046490
notamacropus_eugenii ENSMEUG00000004494
phascolarctos_cinereus ENSPCIG00000024648
sarcophilus_harrisii ENSSHAG00000002221
ornithorhynchus_anatinus ENSOANG00000008015
ornithorhynchus_anatinus ENSOANG00000029651
gopherus_agassizii ENSGAGG00000007257
chelonoidis_abingdonii ENSCABG00000006018
chrysemys_picta_bellii ENSCPBG00000013770
xenopus_tropicalis ENSXETG00000009499
latimeria_chalumnae ENSLACG00000003749
astyanax_mexicanus ENSAMXG00000030438
astyanax_mexicanus ENSAMXG00000042975
pygocentrus_nattereri ENSPNAG00000027714
ictalurus_punctatus ENSIPUG00000011762
danio_rerio ENSDARG00000079525
esox_lucius ENSELUG00000003346
paramormyrops_kingsleyae ENSPKIG00000016771
scleropages_formosus ENSSFOG00015021738
lepisosteus_oculatus ENSLOCG00000004591
numida_meleagris ENSNMEG00000018619
cavia_aperea ENSCAPG00000000841
xenopus_tropicalis ENSXETG00000022134
seriola_lalandi_dorsalis ENSSLDG00000020751
oryzias_latipes_asm223469v1 ENSORLG00015022041
