notamacropus_eugenii ENSMEUG00000000959
sarcophilus_harrisii ENSSHAG00000014539
monodelphis_domestica ENSMODG00000011852
cricetulus_griseus_crigri_1.0 ENSCGRG00000002782
cricetulus_griseus_crigri-picr ENSCGRG00015018955
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010596
mesocricetus_auratus ENSMAUG00000009700
peromyscus_maniculatus_bairdii ENSPEMG00000016652
microtus_ochrogaster ENSMOCG00000011214
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029614
mus_spicilegus ENSMSIG00000014770
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029994
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028603
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022340
rattus_norvegicus ENSRNOG00000018159
meriones_unguiculatus ENSMUGG00000021229
nannospalax_galili ENSNGAG00000016945
jaculus_jaculus ENSJJAG00000000304
castor_canadensis ENSCCNG00000021172
dipodomys_ordii ENSDORG00000010018
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010120
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004505
fukomys_damarensis ENSFDAG00000008258
chinchilla_lanigera ENSCLAG00000015630
octodon_degus ENSODEG00000009914
cavia_porcellus ENSCPOG00000007130
cavia_aperea ENSCAPG00000000380
ictidomys_tridecemlineatus ENSSTOG00000000710
urocitellus_parryii ENSUPAG00010005426
spermophilus_dauricus ENSSDAG00000021954
marmota_marmota_marmota ENSMMMG00000005029
oryctolagus_cuniculus ENSOCUG00000015796
ochotona_princeps ENSOPRG00000006491
pan_paniscus ENSPPAG00000029214
pan_troglodytes ENSPTRG00000012019
gorilla_gorilla ENSGGOG00000002124
homo_sapiens ENSG00000196975
pongo_abelii ENSPPYG00000012335
nomascus_leucogenys ENSNLEG00000010114
papio_anubis ENSPANG00000006090
theropithecus_gelada ENSTGEG00000011839
mandrillus_leucophaeus ENSMLEG00000032176
cercocebus_atys ENSCATG00000044688
macaca_mulatta ENSMMUG00000000857
macaca_fascicularis ENSMFAG00000033651
macaca_nemestrina ENSMNEG00000025186
chlorocebus_sabaeus ENSCSAG00000015061
rhinopithecus_roxellana ENSRROG00000039011
rhinopithecus_bieti ENSRBIG00000044064
piliocolobus_tephrosceles ENSPTEG00000018178
colobus_angolensis_palliatus ENSCANG00000035360
cebus_capucinus_imitator ENSCCAG00000023850
saimiri_boliviensis_boliviensis ENSSBOG00000035149
callithrix_jacchus ENSCJAG00000040330
aotus_nancymaae ENSANAG00000024621
carlito_syrichta ENSTSYG00000008068
prolemur_simus ENSPSMG00000000796
propithecus_coquereli ENSPCOG00000019715
microcebus_murinus ENSMICG00000012000
otolemur_garnettii ENSOGAG00000008405
tupaia_belangeri ENSTBEG00000011983
ursus_maritimus ENSUMAG00000021292
ursus_americanus ENSUAMG00000009126
ailuropoda_melanoleuca ENSAMEG00000016144
canis_lupus_dingo ENSCAFG00020001066
canis_lupus_familiaris ENSCAFG00000003314
vulpes_vulpes ENSVVUG00000027829
neovison_vison ENSNVIG00000003679
mustela_putorius_furo ENSMPUG00000006796
panthera_pardus ENSPPRG00000012690
panthera_tigris_altaica ENSPTIG00000020077
felis_catus ENSFCAG00000013264
equus_asinus_asinus ENSEASG00005007367
equus_caballus ENSECAG00000012321
pteropus_vampyrus ENSPVAG00000001240
myotis_lucifugus ENSMLUG00000009157
bos_taurus ENSBTAG00000001105
bos_mutus ENSBMUG00000020663
bison_bison_bison ENSBBBG00000016868
capra_hircus ENSCHIG00000027004
ovis_aries ENSOARG00000019781
tursiops_truncatus ENSTTRG00000012669
vicugna_pacos ENSVPAG00000001752
sus_scrofa ENSSSCG00000008336
dasypus_novemcinctus ENSDNOG00000006669
choloepus_hoffmanni ENSCHOG00000012300
loxodonta_africana ENSLAFG00000002563
echinops_telfairi ENSETEG00000011396
procavia_capensis ENSPCAG00000004125
castor_canadensis ENSCCNG00000021157
erinaceus_europaeus ENSEEUG00000004124
sorex_araneus ENSSARG00000004619
ornithorhynchus_anatinus ENSOANG00000032037
ornithorhynchus_anatinus ENSOANG00000031629
crocodylus_porosus ENSCPRG00005016272
crocodylus_porosus ENSCPRG00005016278
chelonoidis_abingdonii ENSCABG00000022076
gopherus_agassizii ENSGAGG00000012570
chrysemys_picta_bellii ENSCPBG00000003449
pelodiscus_sinensis ENSPSIG00000007736
pogona_vitticeps ENSPVIG00000016729
anolis_carolinensis ENSACAG00000009754
salvator_merianae ENSSMRG00000015486
notechis_scutatus ENSNSUG00000001587
sphenodon_punctatus ENSSPUG00000014080
sphenodon_punctatus ENSSPUG00000008062
apteryx_haastii ENSAHAG00000005885
apteryx_owenii ENSAOWG00000015741
apteryx_rowi ENSARWG00000011903
dromaius_novaehollandiae ENSDNVG00000008084
nothoprocta_perdicaria ENSNPEG00000010043
lonchura_striata_domestica ENSLSDG00000016523
taeniopygia_guttata ENSTGUG00000003734
serinus_canaria ENSSCAG00000016127
junco_hyemalis ENSJHYG00000009129
zonotrichia_albicollis ENSZALG00000008005
ficedula_albicollis ENSFALG00000000158
parus_major ENSPMJG00000015600
cyanistes_caeruleus ENSCCEG00000012154
manacus_vitellinus ENSMVIG00005009740
lepidothrix_coronata ENSLCOG00000003959
melopsittacus_undulatus ENSMUNG00000002512
calidris_pygmaea ENSCPGG00000017779
calidris_pugnax ENSCPUG00000011901
anser_brachyrhynchus ENSABRG00000010922
anas_platyrhynchos_platyrhynchos ENSAPLG00000005605
meleagris_gallopavo ENSMGAG00000001788
meleagris_gallopavo ENSMGAG00000016368
meleagris_gallopavo ENSMGAG00000016953
gallus_gallus ENSGALG00000051372
gallus_gallus ENSGALG00000051178
gallus_gallus ENSGALG00000049209
gallus_gallus ENSGALG00000050756
gallus_gallus ENSGALG00000031497
gallus_gallus ENSGALG00000043130
gallus_gallus ENSGALG00000038550
gallus_gallus ENSGALG00000049607
gallus_gallus ENSGALG00000046754
gallus_gallus ENSGALG00000047462
gallus_gallus ENSGALG00000049367
gallus_gallus ENSGALG00000051892
gallus_gallus ENSGALG00000037957
gallus_gallus ENSGALG00000038783
coturnix_japonica ENSCJPG00005011724
numida_meleagris ENSNMEG00000002961
ornithorhynchus_anatinus ENSOANG00000021872
lepisosteus_oculatus ENSLOCG00000014962
xenopus_tropicalis ENSXETG00000008206
latimeria_chalumnae ENSLACG00000018089
takifugu_rubripes ENSTRUG00000008448
tetraodon_nigroviridis ENSTNIG00000009097
gasterosteus_aculeatus ENSGACG00000017070
cynoglossus_semilaevis ENSCSEG00000001569
poecilia_mexicana ENSPMEG00000013432
poecilia_formosa ENSPFOG00000019753
poecilia_latipinna ENSPLAG00000013766
poecilia_reticulata ENSPREG00000011144
gambusia_affinis ENSGAFG00000008431
xiphophorus_maculatus ENSXMAG00000006886
xiphophorus_couchianus ENSXCOG00000004547
fundulus_heteroclitus ENSFHEG00000001697
cyprinodon_variegatus ENSCVAG00000022513
kryptolebias_marmoratus ENSKMAG00000008400
seriola_dumerili ENSSDUG00000017725
seriola_lalandi_dorsalis ENSSLDG00000015933
scophthalmus_maximus ENSSMAG00000000996
