loxodonta_africana ENSLAFG00000007287
procavia_capensis ENSPCAG00000014144
echinops_telfairi ENSETEG00000013545
choloepus_hoffmanni ENSCHOG00000013904
dasypus_novemcinctus ENSDNOG00000044830
pan_troglodytes ENSPTRG00000007906
pan_paniscus ENSPPAG00000037342
homo_sapiens ENSG00000155592
gorilla_gorilla ENSGGOG00000004769
pongo_abelii ENSPPYG00000007207
nomascus_leucogenys ENSNLEG00000011727
papio_anubis ENSPANG00000007624
theropithecus_gelada ENSTGEG00000018051
mandrillus_leucophaeus ENSMLEG00000040188
macaca_mulatta ENSMMUG00000010470
macaca_fascicularis ENSMFAG00000037378
macaca_nemestrina ENSMNEG00000006827
cercocebus_atys ENSCATG00000014576
chlorocebus_sabaeus ENSCSAG00000006472
rhinopithecus_bieti ENSRBIG00000039172
rhinopithecus_roxellana ENSRROG00000008016
colobus_angolensis_palliatus ENSCANG00000030248
piliocolobus_tephrosceles ENSPTEG00000019826
cebus_capucinus_imitator ENSCCAG00000034132
saimiri_boliviensis_boliviensis ENSSBOG00000023587
callithrix_jacchus ENSCJAG00000043706
aotus_nancymaae ENSANAG00000033908
carlito_syrichta ENSTSYG00000009836
propithecus_coquereli ENSPCOG00000013643
prolemur_simus ENSPSMG00000019878
microcebus_murinus ENSMICG00000038553
otolemur_garnettii ENSOGAG00000009286
tupaia_belangeri ENSTBEG00000007678
castor_canadensis ENSCCNG00000025898
dipodomys_ordii ENSDORG00000000287
mus_spicilegus ENSMSIG00000028771
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031544
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030757
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030430
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013640
rattus_norvegicus ENSRNOG00000024245
meriones_unguiculatus ENSMUGG00000023065
cricetulus_griseus_crigri-picr ENSCGRG00015015579
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022665
mesocricetus_auratus ENSMAUG00000012038
microtus_ochrogaster ENSMOCG00000015395
peromyscus_maniculatus_bairdii ENSPEMG00000014666
nannospalax_galili ENSNGAG00000020632
jaculus_jaculus ENSJJAG00000019353
ictidomys_tridecemlineatus ENSSTOG00000000417
urocitellus_parryii ENSUPAG00010011197
spermophilus_dauricus ENSSDAG00000006200
marmota_marmota_marmota ENSMMMG00000023387
cavia_porcellus ENSCPOG00000032246
chinchilla_lanigera ENSCLAG00000014742
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015971
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007870
fukomys_damarensis ENSFDAG00000017752
oryctolagus_cuniculus ENSOCUG00000014735
ochotona_princeps ENSOPRG00000005932
octodon_degus ENSODEG00000013856
myotis_lucifugus ENSMLUG00000010566
pteropus_vampyrus ENSPVAG00000016982
ursus_maritimus ENSUMAG00000006189
ursus_americanus ENSUAMG00000017477
ailuropoda_melanoleuca ENSAMEG00000006980
neovison_vison ENSNVIG00000002569
mustela_putorius_furo ENSMPUG00000011404
canis_lupus_familiaris ENSCAFG00000017477
canis_lupus_dingo ENSCAFG00020010734
vulpes_vulpes ENSVVUG00000024088
panthera_tigris_altaica ENSPTIG00000018448
panthera_pardus ENSPPRG00000004783
felis_catus ENSFCAG00000015272
ovis_aries ENSOARG00000018575
capra_hircus ENSCHIG00000016181
bos_mutus ENSBMUG00000024271
bos_mutus ENSBMUG00000024249
bos_mutus ENSBMUG00000024261
bos_taurus ENSBTAG00000011162
bison_bison_bison ENSBBBG00000008568
bison_bison_bison ENSBBBG00000011937
bos_taurus ENSBTAG00000046279
tursiops_truncatus ENSTTRG00000015263
sus_scrofa ENSSSCG00000007823
vicugna_pacos ENSVPAG00000002043
sorex_araneus ENSSARG00000003883
erinaceus_europaeus ENSEEUG00000008882
equus_caballus ENSECAG00000007423
equus_asinus_asinus ENSEASG00005009546
phascolarctos_cinereus ENSPCIG00000032703
phascolarctos_cinereus ENSPCIG00000030541
notamacropus_eugenii ENSMEUG00000000042
phascolarctos_cinereus ENSPCIG00000032081
sarcophilus_harrisii ENSSHAG00000013237
monodelphis_domestica ENSMODG00000015452
