apteryx_haastii ENSAHAG00000013364
apteryx_rowi ENSARWG00000007031
apteryx_owenii ENSAOWG00000001044
dromaius_novaehollandiae ENSDNVG00000006720
nothoprocta_perdicaria ENSNPEG00000006852
parus_major ENSPMJG00000011407
cyanistes_caeruleus ENSCCEG00000021054
ficedula_albicollis ENSFALG00000000199
lonchura_striata_domestica ENSLSDG00000001021
taeniopygia_guttata ENSTGUG00000004032
zonotrichia_albicollis ENSZALG00000000211
junco_hyemalis ENSJHYG00000013247
serinus_canaria ENSSCAG00000016734
lepidothrix_coronata ENSLCOG00000015469
manacus_vitellinus ENSMVIG00005005580
melopsittacus_undulatus ENSMUNG00000013817
calidris_pygmaea ENSCPGG00000004998
calidris_pugnax ENSCPUG00000002160
anser_brachyrhynchus ENSABRG00000015060
anas_platyrhynchos_platyrhynchos ENSAPLG00000014564
gallus_gallus ENSGALG00000008326
coturnix_japonica ENSCJPG00005017229
meleagris_gallopavo ENSMGAG00000006877
numida_meleagris ENSNMEG00000020921
crocodylus_porosus ENSCPRG00005008948
gopherus_agassizii ENSGAGG00000008450
chelonoidis_abingdonii ENSCABG00000019999
chrysemys_picta_bellii ENSCPBG00000001042
pelodiscus_sinensis ENSPSIG00000009411
sphenodon_punctatus ENSSPUG00000000526
ornithorhynchus_anatinus ENSOANG00000028310
monodelphis_domestica ENSMODG00000028153
ornithorhynchus_anatinus ENSOANG00000013071
pogona_vitticeps ENSPVIG00000005465
anolis_carolinensis ENSACAG00000011628
notechis_scutatus ENSNSUG00000020604
salvator_merianae ENSSMRG00000016022
xenopus_tropicalis ENSXETG00000001531
latimeria_chalumnae ENSLACG00000016007
