pygocentrus_nattereri ENSPNAG00000008744
astyanax_mexicanus ENSAMXG00000013166
ictalurus_punctatus ENSIPUG00000006206
maylandia_zebra ENSMZEG00005016091
astatotilapia_calliptera ENSACLG00000018549
haplochromis_burtoni ENSHBUG00000018373
pundamilia_nyererei ENSPNYG00000018263
neolamprologus_brichardi ENSNBRG00000006864
oreochromis_niloticus ENSONIG00000006075
amphilophus_citrinellus ENSACIG00000000992
stegastes_partitus ENSSPAG00000002935
seriola_dumerili ENSSDUG00000021428
seriola_lalandi_dorsalis ENSSLDG00000021740
takifugu_rubripes ENSTRUG00000013720
lepisosteus_oculatus ENSLOCG00000003940
anolis_carolinensis ENSACAG00000004066
pogona_vitticeps ENSPVIG00000012105
notechis_scutatus ENSNSUG00000014495
salvator_merianae ENSSMRG00000002429
sphenodon_punctatus ENSSPUG00000004068
anas_platyrhynchos_platyrhynchos ENSAPLG00000008050
anser_brachyrhynchus ENSABRG00000019431
meleagris_gallopavo ENSMGAG00000005056
coturnix_japonica ENSCJPG00005005812
gallus_gallus ENSGALG00000005076
numida_meleagris ENSNMEG00000014197
calidris_pugnax ENSCPUG00000014184
calidris_pygmaea ENSCPGG00000006480
melopsittacus_undulatus ENSMUNG00000014258
lepidothrix_coronata ENSLCOG00000002833
manacus_vitellinus ENSMVIG00005010216
lonchura_striata_domestica ENSLSDG00000005118
taeniopygia_guttata ENSTGUG00000008003
zonotrichia_albicollis ENSZALG00000012328
junco_hyemalis ENSJHYG00000016258
ficedula_albicollis ENSFALG00000006785
serinus_canaria ENSSCAG00000002600
parus_major ENSPMJG00000017200
cyanistes_caeruleus ENSCCEG00000018420
apteryx_haastii ENSAHAG00000009318
apteryx_owenii ENSAOWG00000017471
apteryx_rowi ENSARWG00000006484
dromaius_novaehollandiae ENSDNVG00000002098
nothoprocta_perdicaria ENSNPEG00000012826
crocodylus_porosus ENSCPRG00005004446
chrysemys_picta_bellii ENSCPBG00000019384
chelonoidis_abingdonii ENSCABG00000000222
pelodiscus_sinensis ENSPSIG00000009468
xenopus_tropicalis ENSXETG00000031936
latimeria_chalumnae ENSLACG00000017312
