anser_brachyrhynchus ENSABRG00000018389
anas_platyrhynchos_platyrhynchos ENSAPLG00000007521
meleagris_gallopavo ENSMGAG00000016644
meleagris_gallopavo ENSMGAG00000015304
gallus_gallus ENSGALG00000017316
coturnix_japonica ENSCJPG00005006418
numida_meleagris ENSNMEG00000003718
calidris_pygmaea ENSCPGG00000007709
calidris_pugnax ENSCPUG00000008759
taeniopygia_guttata ENSTGUG00000013446
lonchura_striata_domestica ENSLSDG00000001283
serinus_canaria ENSSCAG00000013340
cyanistes_caeruleus ENSCCEG00000004420
parus_major ENSPMJG00000002802
ficedula_albicollis ENSFALG00000004839
junco_hyemalis ENSJHYG00000015636
lepidothrix_coronata ENSLCOG00000010842
manacus_vitellinus ENSMVIG00005001366
crocodylus_porosus ENSCPRG00005017577
chelonoidis_abingdonii ENSCABG00000006579
gopherus_agassizii ENSGAGG00000005081
chrysemys_picta_bellii ENSCPBG00000000048
pelodiscus_sinensis ENSPSIG00000011422
anolis_carolinensis ENSACAG00000009396
pogona_vitticeps ENSPVIG00000020463
salvator_merianae ENSSMRG00000006611
sphenodon_punctatus ENSSPUG00000015436
propithecus_coquereli ENSPCOG00000018463
prolemur_simus ENSPSMG00000003575
microcebus_murinus ENSMICG00000012710
otolemur_garnettii ENSOGAG00000002906
gorilla_gorilla ENSGGOG00000000344
homo_sapiens ENSG00000175564
pan_troglodytes ENSPTRG00000004056
pan_paniscus ENSPPAG00000043137
pongo_abelii ENSPPYG00000003669
nomascus_leucogenys ENSNLEG00000017067
cercocebus_atys ENSCATG00000037582
mandrillus_leucophaeus ENSMLEG00000044066
chlorocebus_sabaeus ENSCSAG00000004048
theropithecus_gelada ENSTGEG00000027331
papio_anubis ENSPANG00000004041
macaca_mulatta ENSMMUG00000047657
macaca_nemestrina ENSMNEG00000038430
macaca_fascicularis ENSMFAG00000001176
rhinopithecus_bieti ENSRBIG00000032946
rhinopithecus_roxellana ENSRROG00000035931
colobus_angolensis_palliatus ENSCANG00000018525
cebus_capucinus_imitator ENSCCAG00000031398
saimiri_boliviensis_boliviensis ENSSBOG00000019272
callithrix_jacchus ENSCJAG00000038972
aotus_nancymaae ENSANAG00000025917
mus_spicilegus ENSMSIG00000027961
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032942
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031157
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030046
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013268
rattus_norvegicus ENSRNOG00000017716
meriones_unguiculatus ENSMUGG00000025054
peromyscus_maniculatus_bairdii ENSPEMG00000023921
microtus_ochrogaster ENSMOCG00000020776
cricetulus_griseus_crigri_1.0 ENSCGRG00000001583
cricetulus_griseus_crigri-picr ENSCGRG00015014591
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021497
mesocricetus_auratus ENSMAUG00000006845
nannospalax_galili ENSNGAG00000000349
nannospalax_galili ENSNGAG00000019904
jaculus_jaculus ENSJJAG00000015536
dipodomys_ordii ENSDORG00000003664
cavia_aperea ENSCAPG00000014449
cavia_porcellus ENSCPOG00000005180
octodon_degus ENSODEG00000006219
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013840
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003428
fukomys_damarensis ENSFDAG00000015490
chinchilla_lanigera ENSCLAG00000016512
spermophilus_dauricus ENSSDAG00000019750
ictidomys_tridecemlineatus ENSSTOG00000004880
urocitellus_parryii ENSUPAG00010023118
marmota_marmota_marmota ENSMMMG00000010518
ochotona_princeps ENSOPRG00000016885
tupaia_belangeri ENSTBEG00000010816
ursus_maritimus ENSUMAG00000010364
ursus_americanus ENSUAMG00000017687
ailuropoda_melanoleuca ENSAMEG00000017226
neovison_vison ENSNVIG00000021995
mustela_putorius_furo ENSMPUG00000009444
vulpes_vulpes ENSVVUG00000024520
canis_lupus_dingo ENSCAFG00020002165
panthera_tigris_altaica ENSPTIG00000010500
panthera_pardus ENSPPRG00000003873
felis_catus ENSFCAG00000005033
pteropus_vampyrus ENSPVAG00000006667
capra_hircus ENSCHIG00000021029
ovis_aries ENSOARG00000008669
bison_bison_bison ENSBBBG00000011248
bos_taurus ENSBTAG00000005259
sus_scrofa ENSSSCG00000014834
tursiops_truncatus ENSTTRG00000005466
vicugna_pacos ENSVPAG00000004660
myotis_lucifugus ENSMLUG00000012118
bos_mutus ENSBMUG00000002914
sorex_araneus ENSSARG00000013475
equus_asinus_asinus ENSEASG00005017916
equus_caballus ENSECAG00000017011
carlito_syrichta ENSTSYG00000000126
erinaceus_europaeus ENSEEUG00000011127
loxodonta_africana ENSLAFG00000005399
procavia_capensis ENSPCAG00000014077
echinops_telfairi ENSETEG00000014778
dasypus_novemcinctus ENSDNOG00000024593
phascolarctos_cinereus ENSPCIG00000021821
notamacropus_eugenii ENSMEUG00000016576
monodelphis_domestica ENSMODG00000007461
sarcophilus_harrisii ENSSHAG00000013494
ornithorhynchus_anatinus ENSOANG00000007738
