pygocentrus_nattereri ENSPNAG00000011453
astyanax_mexicanus ENSAMXG00000006193
ictalurus_punctatus ENSIPUG00000009769
danio_rerio ENSDARG00000030591
oryzias_latipes_asm223469v1 ENSORLG00015002739
oryzias_latipes_asm223467v1 ENSORLG00000020671
oryzias_melastigma ENSOMEG00000013418
hippocampus_comes ENSHCOG00000002076
takifugu_rubripes ENSTRUG00000025122
tetraodon_nigroviridis ENSTNIG00000014883
monopterus_albus ENSMALG00000017133
mastacembelus_armatus ENSMAMG00000005624
anabas_testudineus ENSATEG00000020965
seriola_dumerili ENSSDUG00000009704
seriola_lalandi_dorsalis ENSSLDG00000017853
mola_mola ENSMMOG00000020936
gasterosteus_aculeatus ENSGACG00000016801
labrus_bergylta ENSLBEG00000015820
astatotilapia_calliptera ENSACLG00000009723
pundamilia_nyererei ENSPNYG00000006826
maylandia_zebra ENSMZEG00005024370
haplochromis_burtoni ENSHBUG00000006699
oreochromis_niloticus ENSONIG00000018554
neolamprologus_brichardi ENSNBRG00000012883
amphilophus_citrinellus ENSACIG00000008476
amphiprion_percula ENSAPEG00000022886
amphiprion_ocellaris ENSAOCG00000016216
acanthochromis_polyacanthus ENSAPOG00000010233
stegastes_partitus ENSSPAG00000006844
xiphophorus_couchianus ENSXCOG00000018944
xiphophorus_maculatus ENSXMAG00000000464
gambusia_affinis ENSGAFG00000020167
poecilia_formosa ENSPFOG00000011049
poecilia_mexicana ENSPMEG00000012705
poecilia_latipinna ENSPLAG00000000484
poecilia_reticulata ENSPREG00000011580
cyprinodon_variegatus ENSCVAG00000012344
fundulus_heteroclitus ENSFHEG00000010769
kryptolebias_marmoratus ENSKMAG00000021032
scophthalmus_maximus ENSSMAG00000014131
cynoglossus_semilaevis ENSCSEG00000013583
periophthalmus_magnuspinnatus ENSPMGG00000015922
gadus_morhua ENSGMOG00000012463
esox_lucius ENSELUG00000014595
scleropages_formosus ENSSFOG00015021522
paramormyrops_kingsleyae ENSPKIG00000010397
lepisosteus_oculatus ENSLOCG00000003176
apteryx_owenii ENSAOWG00000003955
apteryx_rowi ENSARWG00000016509
apteryx_haastii ENSAHAG00000004360
dromaius_novaehollandiae ENSDNVG00000011079
nothoprocta_perdicaria ENSNPEG00000015471
lepidothrix_coronata ENSLCOG00000003058
manacus_vitellinus ENSMVIG00005009153
cyanistes_caeruleus ENSCCEG00000008750
parus_major ENSPMJG00000001544
ficedula_albicollis ENSFALG00000011991
lonchura_striata_domestica ENSLSDG00000017871
lonchura_striata_domestica ENSLSDG00000013111
taeniopygia_guttata ENSTGUG00000009351
junco_hyemalis ENSJHYG00000000302
zonotrichia_albicollis ENSZALG00000003489
serinus_canaria ENSSCAG00000006208
melopsittacus_undulatus ENSMUNG00000012105
calidris_pygmaea ENSCPGG00000013673
calidris_pugnax ENSCPUG00000011674
anser_brachyrhynchus ENSABRG00000000018
anas_platyrhynchos_platyrhynchos ENSAPLG00000002507
gallus_gallus ENSGALG00000010743
coturnix_japonica ENSCJPG00005012274
meleagris_gallopavo ENSMGAG00000011338
numida_meleagris ENSNMEG00000022491
crocodylus_porosus ENSCPRG00005005270
chrysemys_picta_bellii ENSCPBG00000003359
chelonoidis_abingdonii ENSCABG00000016302
pelodiscus_sinensis ENSPSIG00000002952
sphenodon_punctatus ENSSPUG00000013940
pogona_vitticeps ENSPVIG00000008969
notechis_scutatus ENSNSUG00000018403
salvator_merianae ENSSMRG00000017927
ornithorhynchus_anatinus ENSOANG00000012733
ornithorhynchus_anatinus ENSOANG00000022595
anolis_carolinensis ENSACAG00000014079
choloepus_hoffmanni ENSCHOG00000013416
dasypus_novemcinctus ENSDNOG00000014798
bos_mutus ENSBMUG00000022108
bos_taurus ENSBTAG00000019198
bison_bison_bison ENSBBBG00000008349
capra_hircus ENSCHIG00000020015
ovis_aries ENSOARG00000006742
tursiops_truncatus ENSTTRG00000010175
sus_scrofa ENSSSCG00000029698
vicugna_pacos ENSVPAG00000004930
ursus_americanus ENSUAMG00000016900
ursus_maritimus ENSUMAG00000022329
ailuropoda_melanoleuca ENSAMEG00000009715
neovison_vison ENSNVIG00000007438
mustela_putorius_furo ENSMPUG00000006590
canis_lupus_dingo ENSCAFG00020012065
canis_lupus_familiaris ENSCAFG00000019068
vulpes_vulpes ENSVVUG00000026846
panthera_tigris_altaica ENSPTIG00000017474
panthera_pardus ENSPPRG00000007344
felis_catus ENSFCAG00000028145
myotis_lucifugus ENSMLUG00000006652
pteropus_vampyrus ENSPVAG00000003775
equus_caballus ENSECAG00000002987
equus_asinus_asinus ENSEASG00005014568
pan_paniscus ENSPPAG00000036648
pan_troglodytes ENSPTRG00000000763
gorilla_gorilla ENSGGOG00000010693
homo_sapiens ENSG00000116212
pongo_abelii ENSPPYG00000001327
nomascus_leucogenys ENSNLEG00000003438
rhinopithecus_bieti ENSRBIG00000028403
rhinopithecus_roxellana ENSRROG00000029538
colobus_angolensis_palliatus ENSCANG00000031942
macaca_mulatta ENSMMUG00000007182
macaca_nemestrina ENSMNEG00000020266
macaca_fascicularis ENSMFAG00000032747
theropithecus_gelada ENSTGEG00000007435
papio_anubis ENSPANG00000021856
mandrillus_leucophaeus ENSMLEG00000038772
cercocebus_atys ENSCATG00000034850
chlorocebus_sabaeus ENSCSAG00000001297
cercocebus_atys ENSCATG00000043120
piliocolobus_tephrosceles ENSPTEG00000023751
saimiri_boliviensis_boliviensis ENSSBOG00000033125
cebus_capucinus_imitator ENSCCAG00000010546
callithrix_jacchus ENSCJAG00000004868
aotus_nancymaae ENSANAG00000031049
carlito_syrichta ENSTSYG00000009644
prolemur_simus ENSPSMG00000000550
microcebus_murinus ENSMICG00000044960
propithecus_coquereli ENSPCOG00000019083
otolemur_garnettii ENSOGAG00000016552
castor_canadensis ENSCCNG00000024223
dipodomys_ordii ENSDORG00000004216
mus_spicilegus ENSMSIG00000014171
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027217
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028617
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026248
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028581
rattus_norvegicus ENSRNOG00000009983
meriones_unguiculatus ENSMUGG00000026955
cricetulus_griseus_crigri-picr ENSCGRG00015005846
cricetulus_griseus_crigri_1.0 ENSCGRG00000003657
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014997
mesocricetus_auratus ENSMAUG00000001200
microtus_ochrogaster ENSMOCG00000010533
peromyscus_maniculatus_bairdii ENSPEMG00000023419
nannospalax_galili ENSNGAG00000001680
jaculus_jaculus ENSJJAG00000010220
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010558
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000742
fukomys_damarensis ENSFDAG00000011522
chinchilla_lanigera ENSCLAG00000006917
octodon_degus ENSODEG00000012283
cavia_porcellus ENSCPOG00000008732
ictidomys_tridecemlineatus ENSSTOG00000022786
urocitellus_parryii ENSUPAG00010021454
spermophilus_dauricus ENSSDAG00000003547
marmota_marmota_marmota ENSMMMG00000015553
ochotona_princeps ENSOPRG00000018715
ochotona_princeps ENSOPRG00000005566
oryctolagus_cuniculus ENSOCUG00000008111
erinaceus_europaeus ENSEEUG00000015914
sorex_araneus ENSSARG00000003646
tupaia_belangeri ENSTBEG00000012966
procavia_capensis ENSPCAG00000006650
echinops_telfairi ENSETEG00000010072
loxodonta_africana ENSLAFG00000017906
phascolarctos_cinereus ENSPCIG00000036325
phascolarctos_cinereus ENSPCIG00000023117
notamacropus_eugenii ENSMEUG00000010937
sarcophilus_harrisii ENSSHAG00000007716
xenopus_tropicalis ENSXETG00000019986
latimeria_chalumnae ENSLACG00000008658
