apteryx_haastii ENSAHAG00000019033
apteryx_owenii ENSAOWG00000009856
apteryx_rowi ENSARWG00000017616
dromaius_novaehollandiae ENSDNVG00000013002
nothoprocta_perdicaria ENSNPEG00000007584
zonotrichia_albicollis ENSZALG00000003255
junco_hyemalis ENSJHYG00000017146
serinus_canaria ENSSCAG00000011838
lonchura_striata_domestica ENSLSDG00000001736
taeniopygia_guttata ENSTGUG00000001091
ficedula_albicollis ENSFALG00000000563
parus_major ENSPMJG00000016353
cyanistes_caeruleus ENSCCEG00000017274
lepidothrix_coronata ENSLCOG00000000321
manacus_vitellinus ENSMVIG00005017625
melopsittacus_undulatus ENSMUNG00000011332
calidris_pygmaea ENSCPGG00000018792
calidris_pugnax ENSCPUG00000014293
anser_brachyrhynchus ENSABRG00000003168
anas_platyrhynchos_platyrhynchos ENSAPLG00000015340
meleagris_gallopavo ENSMGAG00000003702
coturnix_japonica ENSCJPG00005015039
gallus_gallus ENSGALG00000000863
numida_meleagris ENSNMEG00000009836
crocodylus_porosus ENSCPRG00005008140
chelonoidis_abingdonii ENSCABG00000003305
gopherus_agassizii ENSGAGG00000010056
chrysemys_picta_bellii ENSCPBG00000001933
pelodiscus_sinensis ENSPSIG00000003551
salvator_merianae ENSSMRG00000008617
notechis_scutatus ENSNSUG00000016391
anolis_carolinensis ENSACAG00000007799
pogona_vitticeps ENSPVIG00000023250
sphenodon_punctatus ENSSPUG00000008396
equus_asinus_asinus ENSEASG00005004855
equus_caballus ENSECAG00000021642
erinaceus_europaeus ENSEEUG00000004350
bos_taurus ENSBTAG00000013294
bos_mutus ENSBMUG00000025360
bison_bison_bison ENSBBBG00000001302
capra_hircus ENSCHIG00000019691
ovis_aries ENSOARG00000006176
tursiops_truncatus ENSTTRG00000012102
sus_scrofa ENSSSCG00000015649
vicugna_pacos ENSVPAG00000007047
sorex_araneus ENSSARG00000012915
pteropus_vampyrus ENSPVAG00000008054
myotis_lucifugus ENSMLUG00000001418
ursus_maritimus ENSUMAG00000025354
ursus_americanus ENSUAMG00000000367
ailuropoda_melanoleuca ENSAMEG00000017518
mustela_putorius_furo ENSMPUG00000010083
neovison_vison ENSNVIG00000012377
canis_lupus_dingo ENSCAFG00020012421
canis_lupus_familiaris ENSCAFG00000011429
vulpes_vulpes ENSVVUG00000002413
panthera_pardus ENSPPRG00000003279
panthera_tigris_altaica ENSPTIG00000008128
felis_catus ENSFCAG00000025106
prolemur_simus ENSPSMG00000007925
microcebus_murinus ENSMICG00000032679
propithecus_coquereli ENSPCOG00000024333
otolemur_garnettii ENSOGAG00000025150
tupaia_belangeri ENSTBEG00000002147
pan_paniscus ENSPPAG00000036822
pan_troglodytes ENSPTRG00000001914
