paramormyrops_kingsleyae ENSPKIG00000011351
scleropages_formosus ENSSFOG00015022474
amphiprion_percula ENSAPEG00000023307
amphiprion_ocellaris ENSAOCG00000024362
acanthochromis_polyacanthus ENSAPOG00000016186
stegastes_partitus ENSSPAG00000008229
maylandia_zebra ENSMZEG00005010982
astatotilapia_calliptera ENSACLG00000027000
pundamilia_nyererei ENSPNYG00000021860
haplochromis_burtoni ENSHBUG00000010949
neolamprologus_brichardi ENSNBRG00000016637
oreochromis_niloticus ENSONIG00000019220
amphilophus_citrinellus ENSACIG00000010219
poecilia_formosa ENSPFOG00000016080
poecilia_latipinna ENSPLAG00000010119
poecilia_mexicana ENSPMEG00000001824
poecilia_reticulata ENSPREG00000013443
xiphophorus_maculatus ENSXMAG00000003118
gambusia_affinis ENSGAFG00000016370
fundulus_heteroclitus ENSFHEG00000013688
cyprinodon_variegatus ENSCVAG00000005289
kryptolebias_marmoratus ENSKMAG00000017640
tetraodon_nigroviridis ENSTNIG00000018674
takifugu_rubripes ENSTRUG00000002500
mola_mola ENSMMOG00000006552
gasterosteus_aculeatus ENSGACG00000003347
labrus_bergylta ENSLBEG00000001150
monopterus_albus ENSMALG00000014028
mastacembelus_armatus ENSMAMG00000007549
anabas_testudineus ENSATEG00000008442
seriola_dumerili ENSSDUG00000000409
seriola_lalandi_dorsalis ENSSLDG00000000637
scophthalmus_maximus ENSSMAG00000003752
oryzias_latipes_asm223467v1 ENSORLG00000014255
oryzias_latipes_asm223469v1 ENSORLG00015019993
oryzias_latipes_asm223471v1 ENSORLG00020001285
oryzias_melastigma ENSOMEG00000001636
cynoglossus_semilaevis ENSCSEG00000000787
periophthalmus_magnuspinnatus ENSPMGG00000023621
hippocampus_comes ENSHCOG00000003648
gadus_morhua ENSGMOG00000010672
esox_lucius ENSELUG00000024073
astyanax_mexicanus ENSAMXG00000007068
pygocentrus_nattereri ENSPNAG00000003730
ictalurus_punctatus ENSIPUG00000002686
danio_rerio ENSDARG00000019025
lepisosteus_oculatus ENSLOCG00000006181
phascolarctos_cinereus ENSPCIG00000022426
notamacropus_eugenii ENSMEUG00000016389
loxodonta_africana ENSLAFG00000000471
procavia_capensis ENSPCAG00000005896
echinops_telfairi ENSETEG00000013698
ursus_americanus ENSUAMG00000016148
ursus_maritimus ENSUMAG00000022416
ailuropoda_melanoleuca ENSAMEG00000009512
mustela_putorius_furo ENSMPUG00000006786
neovison_vison ENSNVIG00000006902
canis_lupus_dingo ENSCAFG00020011850
canis_lupus_familiaris ENSCAFG00000019183
vulpes_vulpes ENSVVUG00000000635
panthera_pardus ENSPPRG00000009122
panthera_tigris_altaica ENSPTIG00000006429
felis_catus ENSFCAG00000023330
equus_asinus_asinus ENSEASG00005014488
equus_caballus ENSECAG00000015840
pteropus_vampyrus ENSPVAG00000013119
erinaceus_europaeus ENSEEUG00000004800
capra_hircus ENSCHIG00000015891
ovis_aries ENSOARG00000006083
bos_mutus ENSBMUG00000001834
bos_taurus ENSBTAG00000012514
bison_bison_bison ENSBBBG00000004315
tursiops_truncatus ENSTTRG00000007862
sus_scrofa ENSSSCG00000027114
propithecus_coquereli ENSPCOG00000021758
microcebus_murinus ENSMICG00000009201
prolemur_simus ENSPSMG00000017982
carlito_syrichta ENSTSYG00000037419
ictidomys_tridecemlineatus ENSSTOG00000010433
urocitellus_parryii ENSUPAG00010021656
spermophilus_dauricus ENSSDAG00000022530
marmota_marmota_marmota ENSMMMG00000016054
castor_canadensis ENSCCNG00000018623
cavia_porcellus ENSCPOG00000010702
cavia_aperea ENSCAPG00000004426
chinchilla_lanigera ENSCLAG00000008341
octodon_degus ENSODEG00000007194
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001590
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009682
fukomys_damarensis ENSFDAG00000010793
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028600
mus_spicilegus ENSMSIG00000008775
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027229
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026260
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028593
meriones_unguiculatus ENSMUGG00000014956
cricetulus_griseus_crigri-picr ENSCGRG00015006634
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012649
cricetulus_griseus_crigri_1.0 ENSCGRG00000002989
mesocricetus_auratus ENSMAUG00000011865
peromyscus_maniculatus_bairdii ENSPEMG00000018365
nannospalax_galili ENSNGAG00000010952
jaculus_jaculus ENSJJAG00000013643
dipodomys_ordii ENSDORG00000009899
oryctolagus_cuniculus ENSOCUG00000002562
ochotona_princeps ENSOPRG00000008959
pan_paniscus ENSPPAG00000028170
pan_troglodytes ENSPTRG00000000749
homo_sapiens ENSG00000174348
gorilla_gorilla ENSGGOG00000005637
pongo_abelii ENSPPYG00000001339
nomascus_leucogenys ENSNLEG00000017991
mandrillus_leucophaeus ENSMLEG00000032987
cercocebus_atys ENSCATG00000042739
macaca_fascicularis ENSMFAG00000002251
macaca_nemestrina ENSMNEG00000039205
macaca_mulatta ENSMMUG00000007604
theropithecus_gelada ENSTGEG00000006220
papio_anubis ENSPANG00000023363
chlorocebus_sabaeus ENSCSAG00000001285
piliocolobus_tephrosceles ENSPTEG00000025028
colobus_angolensis_palliatus ENSCANG00000040553
rhinopithecus_bieti ENSRBIG00000030052
rhinopithecus_roxellana ENSRROG00000039662
saimiri_boliviensis_boliviensis ENSSBOG00000027780
callithrix_jacchus ENSCJAG00000004449
cebus_capucinus_imitator ENSCCAG00000026997
aotus_nancymaae ENSANAG00000037439
rattus_norvegicus ENSRNOG00000011413
microtus_ochrogaster ENSMOCG00000008555
dasypus_novemcinctus ENSDNOG00000000226
ornithorhynchus_anatinus ENSOANG00000020376
taeniopygia_guttata ENSTGUG00000009139
lonchura_striata_domestica ENSLSDG00000013019
serinus_canaria ENSSCAG00000005898
junco_hyemalis ENSJHYG00000010125
zonotrichia_albicollis ENSZALG00000003419
parus_major ENSPMJG00000001214
cyanistes_caeruleus ENSCCEG00000008959
ficedula_albicollis ENSFALG00000005678
lepidothrix_coronata ENSLCOG00000002733
manacus_vitellinus ENSMVIG00005009692
calidris_pygmaea ENSCPGG00000013515
calidris_pugnax ENSCPUG00000011718
melopsittacus_undulatus ENSMUNG00000011913
anser_brachyrhynchus ENSABRG00000003481
anas_platyrhynchos_platyrhynchos ENSAPLG00000008749
gallus_gallus ENSGALG00000021869
meleagris_gallopavo ENSMGAG00000011248
coturnix_japonica ENSCJPG00005012163
numida_meleagris ENSNMEG00000022477
apteryx_haastii ENSAHAG00000005675
apteryx_rowi ENSARWG00000017119
apteryx_owenii ENSAOWG00000001892
nothoprocta_perdicaria ENSNPEG00000015425
dromaius_novaehollandiae ENSDNVG00000012181
crocodylus_porosus ENSCPRG00005002728
pogona_vitticeps ENSPVIG00000008807
anolis_carolinensis ENSACAG00000028131
notechis_scutatus ENSNSUG00000018325
salvator_merianae ENSSMRG00000017454
sphenodon_punctatus ENSSPUG00000013502
gopherus_agassizii ENSGAGG00000006839
chelonoidis_abingdonii ENSCABG00000016936
chrysemys_picta_bellii ENSCPBG00000000433
pelodiscus_sinensis ENSPSIG00000009575
latimeria_chalumnae ENSLACG00000005259
