loxodonta_africana ENSLAFG00000007187
procavia_capensis ENSPCAG00000005612
echinops_telfairi ENSETEG00000019855
dasypus_novemcinctus ENSDNOG00000043427
ursus_maritimus ENSUMAG00000017773
ursus_americanus ENSUAMG00000013416
ailuropoda_melanoleuca ENSAMEG00000014893
neovison_vison ENSNVIG00000021028
mustela_putorius_furo ENSMPUG00000004103
canis_lupus_dingo ENSCAFG00020005215
vulpes_vulpes ENSVVUG00000006054
canis_lupus_familiaris ENSCAFG00000016769
panthera_pardus ENSPPRG00000022232
panthera_tigris_altaica ENSPTIG00000021721
equus_asinus_asinus ENSEASG00005018276
equus_caballus ENSECAG00000016987
myotis_lucifugus ENSMLUG00000010352
pteropus_vampyrus ENSPVAG00000007508
bos_taurus ENSBTAG00000015794
bos_mutus ENSBMUG00000015523
bison_bison_bison ENSBBBG00000016428
capra_hircus ENSCHIG00000026388
ovis_aries ENSOARG00000006200
tursiops_truncatus ENSTTRG00000014507
sus_scrofa ENSSSCG00000006474
vicugna_pacos ENSVPAG00000005796
sorex_araneus ENSSARG00000004372
chinchilla_lanigera ENSCLAG00000003143
cavia_porcellus ENSCPOG00000034710
octodon_degus ENSODEG00000008956
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013140
urocitellus_parryii ENSUPAG00010004581
ictidomys_tridecemlineatus ENSSTOG00000020886
spermophilus_dauricus ENSSDAG00000023104
castor_canadensis ENSCCNG00000024055
dipodomys_ordii ENSDORG00000029210
mus_spicilegus ENSMSIG00000031673
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000004891
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026090
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025149
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026592
rattus_norvegicus ENSRNOG00000018681
meriones_unguiculatus ENSMUGG00000024399
cricetulus_griseus_crigri_1.0 ENSCGRG00000017039
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009689
cricetulus_griseus_crigri-picr ENSCGRG00015026015
mesocricetus_auratus ENSMAUG00000001080
microtus_ochrogaster ENSMOCG00000013062
peromyscus_maniculatus_bairdii ENSPEMG00000009967
nannospalax_galili ENSNGAG00000001763
oryctolagus_cuniculus ENSOCUG00000001454
ochotona_princeps ENSOPRG00000000625
otolemur_garnettii ENSOGAG00000025049
tupaia_belangeri ENSTBEG00000014717
pan_troglodytes ENSPTRG00000001468
pan_paniscus ENSPPAG00000036260
homo_sapiens ENSG00000132688
gorilla_gorilla ENSGGOG00000004190
pongo_abelii ENSPPYG00000000708
nomascus_leucogenys ENSNLEG00000012733
piliocolobus_tephrosceles ENSPTEG00000013291
colobus_angolensis_palliatus ENSCANG00000028398
rhinopithecus_roxellana ENSRROG00000033695
rhinopithecus_bieti ENSRBIG00000011070
mandrillus_leucophaeus ENSMLEG00000034853
cercocebus_atys ENSCATG00000032199
theropithecus_gelada ENSTGEG00000001980
papio_anubis ENSPANG00000016431
macaca_fascicularis ENSMFAG00000025686
macaca_mulatta ENSMMUG00000006265
macaca_nemestrina ENSMNEG00000041529
chlorocebus_sabaeus ENSCSAG00000002173
cebus_capucinus_imitator ENSCCAG00000032463
saimiri_boliviensis_boliviensis ENSSBOG00000025000
callithrix_jacchus ENSCJAG00000006103
aotus_nancymaae ENSANAG00000037276
carlito_syrichta ENSTSYG00000035551
prolemur_simus ENSPSMG00000010505
microcebus_murinus ENSMICG00000028187
propithecus_coquereli ENSPCOG00000004868
phascolarctos_cinereus ENSPCIG00000024237
notamacropus_eugenii ENSMEUG00000010818
sarcophilus_harrisii ENSSHAG00000015659
monodelphis_domestica ENSMODG00000016807
