loxodonta_africana ENSLAFG00000026671
echinops_telfairi ENSETEG00000004844
bison_bison_bison ENSBBBG00000023332
tursiops_truncatus ENSTTRG00000009690
felis_catus ENSFCAG00000044341
panthera_pardus ENSPPRG00000003091
pteropus_vampyrus ENSPVAG00000004085
sorex_araneus ENSSARG00000003507
propithecus_coquereli ENSPCOG00000024749
microcebus_murinus ENSMICG00000044026
pan_troglodytes ENSPTRG00000050433
pan_paniscus ENSPPAG00000032436
homo_sapiens ENSG00000284638
gorilla_gorilla ENSGGOG00000036474
pongo_abelii ENSPPYG00000009372
nomascus_leucogenys ENSNLEG00000029122
macaca_fascicularis ENSMFAG00000043694
macaca_nemestrina ENSMNEG00000032843
papio_anubis ENSPANG00000029842
theropithecus_gelada ENSTGEG00000014439
mandrillus_leucophaeus ENSMLEG00000031138
cercocebus_atys ENSCATG00000030734
rhinopithecus_roxellana ENSRROG00000030107
rhinopithecus_bieti ENSRBIG00000033666
callithrix_jacchus ENSCJAG00000039325
saimiri_boliviensis_boliviensis ENSSBOG00000025422
cebus_capucinus_imitator ENSCCAG00000024174
aotus_nancymaae ENSANAG00000014595
mus_spicilegus ENSMSIG00000023854
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000114004
meriones_unguiculatus ENSMUGG00000010528
cricetulus_griseus_crigri-picr ENSCGRG00015001062
castor_canadensis ENSCCNG00000015137
spermophilus_dauricus ENSSDAG00000008020
urocitellus_parryii ENSUPAG00010008452
