pogona_vitticeps ENSPVIG00000000076
anolis_carolinensis ENSACAG00000005869
notechis_scutatus ENSNSUG00000004044
salvator_merianae ENSSMRG00000005301
chrysemys_picta_bellii ENSCPBG00000002174
gopherus_agassizii ENSGAGG00000017005
pteropus_vampyrus ENSPVAG00000006068
myotis_lucifugus ENSMLUG00000011336
ursus_maritimus ENSUMAG00000013869
ursus_americanus ENSUAMG00000027327
ailuropoda_melanoleuca ENSAMEG00000002939
neovison_vison ENSNVIG00000004284
mustela_putorius_furo ENSMPUG00000013254
canis_lupus_dingo ENSCAFG00020002989
canis_lupus_familiaris ENSCAFG00000031832
vulpes_vulpes ENSVVUG00000005004
panthera_pardus ENSPPRG00000010598
panthera_tigris_altaica ENSPTIG00000011777
felis_catus ENSFCAG00000040480
equus_caballus ENSECAG00000009758
equus_asinus_asinus ENSEASG00005006999
ovis_aries ENSOARG00000015810
capra_hircus ENSCHIG00000015512
bos_mutus ENSBMUG00000006901
bos_taurus ENSBTAG00000015841
bison_bison_bison ENSBBBG00000010913
ovis_aries ENSOARG00000014756
capra_hircus ENSCHIG00000012008
bison_bison_bison ENSBBBG00000010943
bos_taurus ENSBTAG00000011657
tursiops_truncatus ENSTTRG00000012598
sus_scrofa ENSSSCG00000035628
castor_canadensis ENSCCNG00000028833
dipodomys_ordii ENSDORG00000024377
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014020
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014825
mus_spicilegus ENSMSIG00000031208
mus_spicilegus ENSMSIG00000005862
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042111
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027266
rattus_norvegicus ENSRNOG00000013234
meriones_unguiculatus ENSMUGG00000011323
meriones_unguiculatus ENSMUGG00000011349
peromyscus_maniculatus_bairdii ENSPEMG00000020161
microtus_ochrogaster ENSMOCG00000003628
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016109
cricetulus_griseus_crigri_1.0 ENSCGRG00000015968
cricetulus_griseus_crigri-picr ENSCGRG00015015852
mesocricetus_auratus ENSMAUG00000019473
nannospalax_galili ENSNGAG00000008691
jaculus_jaculus ENSJJAG00000011412
cavia_porcellus ENSCPOG00000009874
octodon_degus ENSODEG00000003345
chinchilla_lanigera ENSCLAG00000003015
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016612
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013205
fukomys_damarensis ENSFDAG00000003459
marmota_marmota_marmota ENSMMMG00000020899
marmota_marmota_marmota ENSMMMG00000016381
marmota_marmota_marmota ENSMMMG00000007931
urocitellus_parryii ENSUPAG00010005637
spermophilus_dauricus ENSSDAG00000018809
ictidomys_tridecemlineatus ENSSTOG00000025738
oryctolagus_cuniculus ENSOCUG00000005099
tupaia_belangeri ENSTBEG00000010228
propithecus_coquereli ENSPCOG00000028810
prolemur_simus ENSPSMG00000023157
microcebus_murinus ENSMICG00000029104
otolemur_garnettii ENSOGAG00000000166
homo_sapiens ENSG00000136710
pongo_abelii ENSPPYG00000013378
rhinopithecus_roxellana ENSRROG00000038643
rhinopithecus_roxellana ENSRROG00000021270
rhinopithecus_roxellana ENSRROG00000004702
colobus_angolensis_palliatus ENSCANG00000039663
piliocolobus_tephrosceles ENSPTEG00000008628
macaca_fascicularis ENSMFAG00000037057
macaca_mulatta ENSMMUG00000046957
macaca_nemestrina ENSMNEG00000041989
cercocebus_atys ENSCATG00000032624
mandrillus_leucophaeus ENSMLEG00000036535
theropithecus_gelada ENSTGEG00000028816
papio_anubis ENSPANG00000031653
chlorocebus_sabaeus ENSCSAG00000016921
pan_troglodytes ENSPTRG00000012450
