pogona_vitticeps ENSPVIG00000011826
anolis_carolinensis ENSACAG00000010515
salvator_merianae ENSSMRG00000008688
sphenodon_punctatus ENSSPUG00000018012
anas_platyrhynchos_platyrhynchos ENSAPLG00000022423
anser_brachyrhynchus ENSABRG00000022015
gallus_gallus ENSGALG00000001583
meleagris_gallopavo ENSMGAG00000003441
coturnix_japonica ENSCJPG00005009035
numida_meleagris ENSNMEG00000009703
taeniopygia_guttata ENSTGUG00000006555
lonchura_striata_domestica ENSLSDG00000003924
zonotrichia_albicollis ENSZALG00000012389
junco_hyemalis ENSJHYG00000003898
serinus_canaria ENSSCAG00000001996
ficedula_albicollis ENSFALG00000001806
parus_major ENSPMJG00000005933
cyanistes_caeruleus ENSCCEG00000009597
manacus_vitellinus ENSMVIG00005010932
lepidothrix_coronata ENSLCOG00000014209
melopsittacus_undulatus ENSMUNG00000009980
calidris_pygmaea ENSCPGG00000010474
calidris_pugnax ENSCPUG00000015066
apteryx_haastii ENSAHAG00000010602
apteryx_owenii ENSAOWG00000003998
apteryx_rowi ENSARWG00000009055
dromaius_novaehollandiae ENSDNVG00000011761
nothoprocta_perdicaria ENSNPEG00000013201
crocodylus_porosus ENSCPRG00005009753
gopherus_agassizii ENSGAGG00000005049
chelonoidis_abingdonii ENSCABG00000002024
chrysemys_picta_bellii ENSCPBG00000012077
pelodiscus_sinensis ENSPSIG00000005488
phascolarctos_cinereus ENSPCIG00000021383
notamacropus_eugenii ENSMEUG00000003841
sarcophilus_harrisii ENSSHAG00000017403
monodelphis_domestica ENSMODG00000019639
erinaceus_europaeus ENSEEUG00000003586
sorex_araneus ENSSARG00000009303
myotis_lucifugus ENSMLUG00000005038
pteropus_vampyrus ENSPVAG00000011784
bos_mutus ENSBMUG00000016143
bos_taurus ENSBTAG00000003012
bison_bison_bison ENSBBBG00000019235
ovis_aries ENSOARG00000005613
capra_hircus ENSCHIG00000019383
tursiops_truncatus ENSTTRG00000006660
sus_scrofa ENSSSCG00000005511
equus_caballus ENSECAG00000011454
equus_asinus_asinus ENSEASG00005021967
ursus_maritimus ENSUMAG00000004059
ursus_americanus ENSUAMG00000001461
ailuropoda_melanoleuca ENSAMEG00000001116
mustela_putorius_furo ENSMPUG00000007641
neovison_vison ENSNVIG00000009755
canis_lupus_dingo ENSCAFG00020009136
