loxodonta_africana ENSLAFG00000027509
procavia_capensis ENSPCAG00000001409
echinops_telfairi ENSETEG00000007121
microtus_ochrogaster ENSMOCG00000000919
peromyscus_maniculatus_bairdii ENSPEMG00000007723
cricetulus_griseus_crigri-picr ENSCGRG00015028635
cricetulus_griseus_crigri_1.0 ENSCGRG00000002527
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011258
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021225
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050463
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020332
mus_spicilegus ENSMSIG00000010318
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020331
rattus_norvegicus ENSRNOG00000059790
meriones_unguiculatus ENSMUGG00000006891
nannospalax_galili ENSNGAG00000015768
castor_canadensis ENSCCNG00000021000
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007901
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000919
fukomys_damarensis ENSFDAG00000010618
chinchilla_lanigera ENSCLAG00000009595
cavia_porcellus ENSCPOG00000008154
spermophilus_dauricus ENSSDAG00000022267
ictidomys_tridecemlineatus ENSSTOG00000015248
marmota_marmota_marmota ENSMMMG00000002000
urocitellus_parryii ENSUPAG00010021201
oryctolagus_cuniculus ENSOCUG00000029278
ochotona_princeps ENSOPRG00000008952
tupaia_belangeri ENSTBEG00000005225
pan_paniscus ENSPPAG00000038876
pan_troglodytes ENSPTRG00000004994
gorilla_gorilla ENSGGOG00000003873
homo_sapiens ENSG00000170423
pongo_abelii ENSPPYG00000004561
nomascus_leucogenys ENSNLEG00000017734
papio_anubis ENSPANG00000014116
theropithecus_gelada ENSTGEG00000006992
cercocebus_atys ENSCATG00000042466
mandrillus_leucophaeus ENSMLEG00000044261
macaca_mulatta ENSMMUG00000005021
macaca_fascicularis ENSMFAG00000042246
macaca_nemestrina ENSMNEG00000042592
chlorocebus_sabaeus ENSCSAG00000005588
piliocolobus_tephrosceles ENSPTEG00000037967
rhinopithecus_bieti ENSRBIG00000035137
colobus_angolensis_palliatus ENSCANG00000034085
saimiri_boliviensis_boliviensis ENSSBOG00000024020
callithrix_jacchus ENSCJAG00000018136
cebus_capucinus_imitator ENSCCAG00000029233
aotus_nancymaae ENSANAG00000037967
carlito_syrichta ENSTSYG00000029297
prolemur_simus ENSPSMG00000013413
microcebus_murinus ENSMICG00000002247
propithecus_coquereli ENSPCOG00000027204
otolemur_garnettii ENSOGAG00000031881
myotis_lucifugus ENSMLUG00000004231
pteropus_vampyrus ENSPVAG00000009359
ovis_aries ENSOARG00000016800
capra_hircus ENSCHIG00000026015
bos_taurus ENSBTAG00000039967
bos_mutus ENSBMUG00000009182
bison_bison_bison ENSBBBG00000020294
tursiops_truncatus ENSTTRG00000012968
sus_scrofa ENSSSCG00000036791
ursus_americanus ENSUAMG00000016483
ursus_maritimus ENSUMAG00000009358
ailuropoda_melanoleuca ENSAMEG00000011932
neovison_vison ENSNVIG00000023222
mustela_putorius_furo ENSMPUG00000006655
canis_lupus_familiaris ENSCAFG00000025402
canis_lupus_dingo ENSCAFG00020021685
vulpes_vulpes ENSVVUG00000028005
panthera_pardus ENSPPRG00000010378
panthera_tigris_altaica ENSPTIG00000007603
felis_catus ENSFCAG00000000297
erinaceus_europaeus ENSEEUG00000006059
sorex_araneus ENSSARG00000000885
equus_asinus_asinus ENSEASG00005009254
equus_caballus ENSECAG00000033235
choloepus_hoffmanni ENSCHOG00000010062
phascolarctos_cinereus ENSPCIG00000008767
notamacropus_eugenii ENSMEUG00000015989
sarcophilus_harrisii ENSSHAG00000004692
