apteryx_haastii ENSAHAG00000004702
apteryx_owenii ENSAOWG00000008905
apteryx_rowi ENSARWG00000012618
dromaius_novaehollandiae ENSDNVG00000018806
serinus_canaria ENSSCAG00000006038
lonchura_striata_domestica ENSLSDG00000001239
junco_hyemalis ENSJHYG00000012515
melopsittacus_undulatus ENSMUNG00000002675
crocodylus_porosus ENSCPRG00005002674
manacus_vitellinus ENSMVIG00005019489
lepidothrix_coronata ENSLCOG00000002188
calidris_pugnax ENSCPUG00000019090
nothoprocta_perdicaria ENSNPEG00000008357
gopherus_agassizii ENSGAGG00000004735
chelonoidis_abingdonii ENSCABG00000015470
numida_meleagris ENSNMEG00000005169
coturnix_japonica ENSCJPG00005010554
anser_brachyrhynchus ENSABRG00000003061
meleagris_gallopavo ENSMGAG00000002724
anas_platyrhynchos_platyrhynchos ENSAPLG00000022628
cyanistes_caeruleus ENSCCEG00000008240
parus_major ENSPMJG00000003767
ficedula_albicollis ENSFALG00000005190
taeniopygia_guttata ENSTGUG00000000210
chrysemys_picta_bellii ENSCPBG00000001521
salvator_merianae ENSSMRG00000016967
pogona_vitticeps ENSPVIG00000009684
latimeria_chalumnae ENSLACG00000013115
takifugu_rubripes ENSTRUG00000013972
tetraodon_nigroviridis ENSTNIG00000008478
mola_mola ENSMMOG00000011806
seriola_dumerili ENSSDUG00000017093
hippocampus_comes ENSHCOG00000018254
oryzias_latipes_asm223469v1 ENSORLG00015007518
oryzias_latipes_asm223467v1 ENSORLG00000023308
oryzias_latipes_asm223471v1 ENSORLG00020007745
oryzias_melastigma ENSOMEG00000007880
poecilia_mexicana ENSPMEG00000006300
poecilia_latipinna ENSPLAG00000019417
poecilia_reticulata ENSPREG00000007499
xiphophorus_maculatus ENSXMAG00000005826
acanthochromis_polyacanthus ENSAPOG00000020560
stegastes_partitus ENSSPAG00000018414
astatotilapia_calliptera ENSACLG00000017132
haplochromis_burtoni ENSHBUG00000008834
maylandia_zebra ENSMZEG00005024972
pundamilia_nyererei ENSPNYG00000015997
neolamprologus_brichardi ENSNBRG00000004894
oreochromis_niloticus ENSONIG00000009471
amphilophus_citrinellus ENSACIG00000019246
monopterus_albus ENSMALG00000021939
labrus_bergylta ENSLBEG00000008997
cynoglossus_semilaevis ENSCSEG00000012362
xiphophorus_couchianus ENSXCOG00000015175
gambusia_affinis ENSGAFG00000021459
poecilia_formosa ENSPFOG00000012295
fundulus_heteroclitus ENSFHEG00000011194
cyprinodon_variegatus ENSCVAG00000018269
kryptolebias_marmoratus ENSKMAG00000004138
amphiprion_ocellaris ENSAOCG00000020407
amphiprion_percula ENSAPEG00000001886
mastacembelus_armatus ENSMAMG00000016350
anabas_testudineus ENSATEG00000005437
seriola_lalandi_dorsalis ENSSLDG00000014142
scophthalmus_maximus ENSSMAG00000018676
esox_lucius ENSELUG00000022982
astyanax_mexicanus ENSAMXG00000038835
pygocentrus_nattereri ENSPNAG00000006335
ictalurus_punctatus ENSIPUG00000006597
danio_rerio ENSDARG00000069423
paramormyrops_kingsleyae ENSPKIG00000005694
scleropages_formosus ENSSFOG00015014259
gallus_gallus ENSGALG00000053965
pelodiscus_sinensis ENSPSIG00000010145
sphenodon_punctatus ENSSPUG00000000482
zonotrichia_albicollis ENSZALG00000002650
anolis_carolinensis ENSACAG00000005156
monodelphis_domestica ENSMODG00000013871
sorex_araneus ENSSARG00000012768
xenopus_tropicalis ENSXETG00000003685
paramormyrops_kingsleyae ENSPKIG00000018827
scleropages_formosus ENSSFOG00015016368
lepisosteus_oculatus ENSLOCG00000009462
periophthalmus_magnuspinnatus ENSPMGG00000009534
eptatretus_burgeri ENSEBUG00000015168
