pan_troglodytes ENSPTRG00000013441
pan_paniscus ENSPPAG00000033452
homo_sapiens ENSG00000125975
gorilla_gorilla ENSGGOG00000006887
nomascus_leucogenys ENSNLEG00000010247
piliocolobus_tephrosceles ENSPTEG00000012182
colobus_angolensis_palliatus ENSCANG00000030775
rhinopithecus_roxellana ENSRROG00000043662
rhinopithecus_bieti ENSRBIG00000037523
cercocebus_atys ENSCATG00000036230
mandrillus_leucophaeus ENSMLEG00000013284
papio_anubis ENSPANG00000011159
theropithecus_gelada ENSTGEG00000004317
macaca_nemestrina ENSMNEG00000027063
macaca_fascicularis ENSMFAG00000040638
macaca_mulatta ENSMMUG00000007344
pongo_abelii ENSPPYG00000010955
chlorocebus_sabaeus ENSCSAG00000010411
cebus_capucinus_imitator ENSCCAG00000026513
saimiri_boliviensis_boliviensis ENSSBOG00000022884
callithrix_jacchus ENSCJAG00000017799
aotus_nancymaae ENSANAG00000029159
carlito_syrichta ENSTSYG00000000235
propithecus_coquereli ENSPCOG00000017734
microcebus_murinus ENSMICG00000004178
prolemur_simus ENSPSMG00000002844
mus_spicilegus ENSMSIG00000004051
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074646
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025467
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024545
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025990
meriones_unguiculatus ENSMUGG00000008015
cricetulus_griseus_crigri_1.0 ENSCGRG00000009609
cricetulus_griseus_crigri-picr ENSCGRG00015025823
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008744
mesocricetus_auratus ENSMAUG00000012701
peromyscus_maniculatus_bairdii ENSPEMG00000015487
nannospalax_galili ENSNGAG00000015612
tupaia_belangeri ENSTBEG00000004451
pteropus_vampyrus ENSPVAG00000014925
myotis_lucifugus ENSMLUG00000016262
equus_caballus ENSECAG00000012130
bos_mutus ENSBMUG00000004772
bos_taurus ENSBTAG00000030976
bison_bison_bison ENSBBBG00000017278
ovis_aries ENSOARG00000013360
tursiops_truncatus ENSTTRG00000017026
vicugna_pacos ENSVPAG00000011028
vulpes_vulpes ENSVVUG00000002811
neovison_vison ENSNVIG00000015115
panthera_tigris_altaica ENSPTIG00000015858
panthera_pardus ENSPPRG00000010825
felis_catus ENSFCAG00000042303
erinaceus_europaeus ENSEEUG00000008424
loxodonta_africana ENSLAFG00000010883
procavia_capensis ENSPCAG00000012789
echinops_telfairi ENSETEG00000001592
