ursus_americanus ENSUAMG00000025559
ursus_maritimus ENSUMAG00000004375
mustela_putorius_furo ENSMPUG00000015150
neovison_vison ENSNVIG00000021926
vulpes_vulpes ENSVVUG00000005011
canis_lupus_dingo ENSCAFG00020013976
panthera_pardus ENSPPRG00000018134
panthera_tigris_altaica ENSPTIG00000014807
felis_catus ENSFCAG00000015471
erinaceus_europaeus ENSEEUG00000015372
pteropus_vampyrus ENSPVAG00000004193
equus_caballus ENSECAG00000037341
bos_taurus ENSBTAG00000031454
bison_bison_bison ENSBBBG00000002775
ovis_aries ENSOARG00000007025
tursiops_truncatus ENSTTRG00000015823
vicugna_pacos ENSVPAG00000007859
prolemur_simus ENSPSMG00000004697
microcebus_murinus ENSMICG00000029208
propithecus_coquereli ENSPCOG00000024969
otolemur_garnettii ENSOGAG00000016789
pan_troglodytes ENSPTRG00000014859
pan_paniscus ENSPPAG00000042735
homo_sapiens ENSG00000178055
gorilla_gorilla ENSGGOG00000002563
piliocolobus_tephrosceles ENSPTEG00000007948
colobus_angolensis_palliatus ENSCANG00000004995
rhinopithecus_roxellana ENSRROG00000042185
rhinopithecus_bieti ENSRBIG00000027472
cercocebus_atys ENSCATG00000037103
mandrillus_leucophaeus ENSMLEG00000043486
papio_anubis ENSPANG00000008026
theropithecus_gelada ENSTGEG00000011180
macaca_fascicularis ENSMFAG00000045649
macaca_mulatta ENSMMUG00000014739
macaca_nemestrina ENSMNEG00000031645
chlorocebus_sabaeus ENSCSAG00000016174
cebus_capucinus_imitator ENSCCAG00000023853
saimiri_boliviensis_boliviensis ENSSBOG00000028992
aotus_nancymaae ENSANAG00000024899
mus_spicilegus ENSMSIG00000025380
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033888
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044664
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032740
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015607
rattus_norvegicus ENSRNOG00000031971
meriones_unguiculatus ENSMUGG00000010424
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011957
cricetulus_griseus_crigri-picr ENSCGRG00015017947
cricetulus_griseus_crigri_1.0 ENSCGRG00000001763
mesocricetus_auratus ENSMAUG00000021957
microtus_ochrogaster ENSMOCG00000017620
peromyscus_maniculatus_bairdii ENSPEMG00000016065
nannospalax_galili ENSNGAG00000023243
jaculus_jaculus ENSJJAG00000012384
castor_canadensis ENSCCNG00000015855
dipodomys_ordii ENSDORG00000015013
urocitellus_parryii ENSUPAG00010016232
ictidomys_tridecemlineatus ENSSTOG00000003052
spermophilus_dauricus ENSSDAG00000003989
marmota_marmota_marmota ENSMMMG00000006849
loxodonta_africana ENSLAFG00000016896
echinops_telfairi ENSETEG00000002064
choloepus_hoffmanni ENSCHOG00000012238
