paramormyrops_kingsleyae ENSPKIG00000018535
scleropages_formosus ENSSFOG00015007816
pygocentrus_nattereri ENSPNAG00000017261
astyanax_mexicanus ENSAMXG00000002716
ictalurus_punctatus ENSIPUG00000002365
danio_rerio ENSDARG00000078916
labrus_bergylta ENSLBEG00000002978
gasterosteus_aculeatus ENSGACG00000020698
mastacembelus_armatus ENSMAMG00000017181
monopterus_albus ENSMALG00000015227
anabas_testudineus ENSATEG00000016913
fundulus_heteroclitus ENSFHEG00000014449
cyprinodon_variegatus ENSCVAG00000023452
xiphophorus_maculatus ENSXMAG00000029664
xiphophorus_couchianus ENSXCOG00000007091
gambusia_affinis ENSGAFG00000003483
poecilia_mexicana ENSPMEG00000013738
poecilia_formosa ENSPFOG00000019419
poecilia_latipinna ENSPLAG00000014451
poecilia_reticulata ENSPREG00000023118
kryptolebias_marmoratus ENSKMAG00000010174
oryzias_latipes_asm223467v1 ENSORLG00000006973
oryzias_latipes_asm223469v1 ENSORLG00015011205
oryzias_latipes_asm223471v1 ENSORLG00020005885
oryzias_melastigma ENSOMEG00000002002
amphiprion_ocellaris ENSAOCG00000023759
amphiprion_percula ENSAPEG00000000959
acanthochromis_polyacanthus ENSAPOG00000005282
stegastes_partitus ENSSPAG00000001249
astatotilapia_calliptera ENSACLG00000017255
maylandia_zebra ENSMZEG00005016967
pundamilia_nyererei ENSPNYG00000015500
haplochromis_burtoni ENSHBUG00000022343
oreochromis_niloticus ENSONIG00000005224
neolamprologus_brichardi ENSNBRG00000021556
amphilophus_citrinellus ENSACIG00000000746
seriola_lalandi_dorsalis ENSSLDG00000020064
seriola_dumerili ENSSDUG00000008183
scophthalmus_maximus ENSSMAG00000013155
takifugu_rubripes ENSTRUG00000016808
tetraodon_nigroviridis ENSTNIG00000010044
mola_mola ENSMMOG00000016713
cynoglossus_semilaevis ENSCSEG00000020231
hippocampus_comes ENSHCOG00000001717
periophthalmus_magnuspinnatus ENSPMGG00000008516
gadus_morhua ENSGMOG00000003045
esox_lucius ENSELUG00000019011
lepisosteus_oculatus ENSLOCG00000002265
