pogona_vitticeps ENSPVIG00000020360
anolis_carolinensis ENSACAG00000014090
notechis_scutatus ENSNSUG00000005329
salvator_merianae ENSSMRG00000021746
sphenodon_punctatus ENSSPUG00000018088
anser_brachyrhynchus ENSABRG00000005439
anas_platyrhynchos_platyrhynchos ENSAPLG00000010308
gallus_gallus ENSGALG00000019738
meleagris_gallopavo ENSMGAG00000005219
coturnix_japonica ENSCJPG00005002329
numida_meleagris ENSNMEG00000006418
parus_major ENSPMJG00000001982
cyanistes_caeruleus ENSCCEG00000021838
serinus_canaria ENSSCAG00000008729
taeniopygia_guttata ENSTGUG00000002179
ficedula_albicollis ENSFALG00000007898
lonchura_striata_domestica ENSLSDG00000004003
manacus_vitellinus ENSMVIG00005011045
lepidothrix_coronata ENSLCOG00000005323
melopsittacus_undulatus ENSMUNG00000003976
calidris_pugnax ENSCPUG00000006904
calidris_pygmaea ENSCPGG00000008628
apteryx_owenii ENSAOWG00000000675
apteryx_rowi ENSARWG00000000289
apteryx_haastii ENSAHAG00000009994
dromaius_novaehollandiae ENSDNVG00000017043
nothoprocta_perdicaria ENSNPEG00000011767
crocodylus_porosus ENSCPRG00005002341
chelonoidis_abingdonii ENSCABG00000022346
gopherus_agassizii ENSGAGG00000004449
chrysemys_picta_bellii ENSCPBG00000002384
pelodiscus_sinensis ENSPSIG00000013402
notamacropus_eugenii ENSMEUG00000005599
phascolarctos_cinereus ENSPCIG00000003010
sarcophilus_harrisii ENSSHAG00000016962
monodelphis_domestica ENSMODG00000012651
pteropus_vampyrus ENSPVAG00000002279
myotis_lucifugus ENSMLUG00000010865
ursus_americanus ENSUAMG00000002537
ursus_maritimus ENSUMAG00000017155
ailuropoda_melanoleuca ENSAMEG00000004230
neovison_vison ENSNVIG00000004681
mustela_putorius_furo ENSMPUG00000015058
canis_lupus_dingo ENSCAFG00020022998
canis_lupus_familiaris ENSCAFG00000024673
vulpes_vulpes ENSVVUG00000002040
panthera_pardus ENSPPRG00000002343
panthera_tigris_altaica ENSPTIG00000007917
felis_catus ENSFCAG00000024661
sus_scrofa ENSSSCG00000036532
vicugna_pacos ENSVPAG00000005699
tursiops_truncatus ENSTTRG00000006678
bos_mutus ENSBMUG00000001549
bos_taurus ENSBTAG00000024983
bison_bison_bison ENSBBBG00000022672
ovis_aries ENSOARG00000010197
capra_hircus ENSCHIG00000013068
equus_asinus_asinus ENSEASG00005001902
equus_caballus ENSECAG00000014697
sorex_araneus ENSSARG00000011754
erinaceus_europaeus ENSEEUG00000000576
castor_canadensis ENSCCNG00000003667
dipodomys_ordii ENSDORG00000001205
spermophilus_dauricus ENSSDAG00000003914
urocitellus_parryii ENSUPAG00010007241
ictidomys_tridecemlineatus ENSSTOG00000009627
marmota_marmota_marmota ENSMMMG00000019895
mus_spicilegus ENSMSIG00000016210
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017915
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070336
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017069
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018198
rattus_norvegicus ENSRNOG00000036882
meriones_unguiculatus ENSMUGG00000009483
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019187
cricetulus_griseus_crigri_1.0 ENSCGRG00000005620
cricetulus_griseus_crigri-picr ENSCGRG00015016245
mesocricetus_auratus ENSMAUG00000014452
peromyscus_maniculatus_bairdii ENSPEMG00000003489
microtus_ochrogaster ENSMOCG00000004030
nannospalax_galili ENSNGAG00000024098
jaculus_jaculus ENSJJAG00000007631
cavia_aperea ENSCAPG00000015570
cavia_porcellus ENSCPOG00000013521
chinchilla_lanigera ENSCLAG00000013760
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012852
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008847
fukomys_damarensis ENSFDAG00000003653
octodon_degus ENSODEG00000017413
oryctolagus_cuniculus ENSOCUG00000013923
ochotona_princeps ENSOPRG00000002000
nomascus_leucogenys ENSNLEG00000000662
cercocebus_atys ENSCATG00000036848
macaca_mulatta ENSMMUG00000018180
rhinopithecus_bieti ENSRBIG00000037036
gorilla_gorilla ENSGGOG00000013571
homo_sapiens ENSG00000204952
pan_paniscus ENSPPAG00000038111
pan_troglodytes ENSPTRG00000030923
pongo_abelii ENSPPYG00000008499
macaca_fascicularis ENSMFAG00000037526
macaca_nemestrina ENSMNEG00000040968
mandrillus_leucophaeus ENSMLEG00000038539
theropithecus_gelada ENSTGEG00000002528
papio_anubis ENSPANG00000021992
chlorocebus_sabaeus ENSCSAG00000002663
piliocolobus_tephrosceles ENSPTEG00000020546
colobus_angolensis_palliatus ENSCANG00000012346
rhinopithecus_roxellana ENSRROG00000037343
cebus_capucinus_imitator ENSCCAG00000030704
saimiri_boliviensis_boliviensis ENSSBOG00000032124
callithrix_jacchus ENSCJAG00000008361
aotus_nancymaae ENSANAG00000032264
carlito_syrichta ENSTSYG00000001690
prolemur_simus ENSPSMG00000008587
microcebus_murinus ENSMICG00000042744
propithecus_coquereli ENSPCOG00000024744
otolemur_garnettii ENSOGAG00000015054
tupaia_belangeri ENSTBEG00000015323
loxodonta_africana ENSLAFG00000018234
procavia_capensis ENSPCAG00000000494
echinops_telfairi ENSETEG00000008014
choloepus_hoffmanni ENSCHOG00000002790
dasypus_novemcinctus ENSDNOG00000037845
ornithorhynchus_anatinus ENSOANG00000012205
xenopus_tropicalis ENSXETG00000027829
latimeria_chalumnae ENSLACG00000001785
petromyzon_marinus ENSPMAG00000003102
