monopterus_albus ENSMALG00000004304
mastacembelus_armatus ENSMAMG00000004196
anabas_testudineus ENSATEG00000002013
periophthalmus_magnuspinnatus ENSPMGG00000021024
labrus_bergylta ENSLBEG00000009708
mola_mola ENSMMOG00000006156
scophthalmus_maximus ENSSMAG00000009667
cynoglossus_semilaevis ENSCSEG00000008336
seriola_lalandi_dorsalis ENSSLDG00000018968
seriola_dumerili ENSSDUG00000005296
fundulus_heteroclitus ENSFHEG00000015638
cyprinodon_variegatus ENSCVAG00000011577
poecilia_formosa ENSPFOG00000024667
poecilia_latipinna ENSPLAG00000014531
poecilia_reticulata ENSPREG00000003281
xiphophorus_maculatus ENSXMAG00000027118
poecilia_mexicana ENSPMEG00000006855
xiphophorus_couchianus ENSXCOG00000010307
gambusia_affinis ENSGAFG00000006403
kryptolebias_marmoratus ENSKMAG00000020358
oryzias_latipes_asm223469v1 ENSORLG00015012732
oryzias_latipes_asm223467v1 ENSORLG00000027842
oryzias_latipes_asm223471v1 ENSORLG00020000354
oryzias_melastigma ENSOMEG00000021107
pundamilia_nyererei ENSPNYG00000005158
haplochromis_burtoni ENSHBUG00000001275
astatotilapia_calliptera ENSACLG00000007591
maylandia_zebra ENSMZEG00005013004
neolamprologus_brichardi ENSNBRG00000016576
neolamprologus_brichardi ENSNBRG00000009598
haplochromis_burtoni ENSHBUG00000017665
amphilophus_citrinellus ENSACIG00000005422
amphiprion_percula ENSAPEG00000011971
amphiprion_ocellaris ENSAOCG00000016291
acanthochromis_polyacanthus ENSAPOG00000019792
stegastes_partitus ENSSPAG00000001155
hippocampus_comes ENSHCOG00000001961
esox_lucius ENSELUG00000005525
esox_lucius ENSELUG00000005507
