pogona_vitticeps ENSPVIG00000021019
notechis_scutatus ENSNSUG00000010966
salvator_merianae ENSSMRG00000018101
sphenodon_punctatus ENSSPUG00000008027
chelonoidis_abingdonii ENSCABG00000014267
gopherus_agassizii ENSGAGG00000011645
xenopus_tropicalis ENSXETG00000016416
latimeria_chalumnae ENSLACG00000005682
takifugu_rubripes ENSTRUG00000012988
tetraodon_nigroviridis ENSTNIG00000015851
mola_mola ENSMMOG00000017552
gasterosteus_aculeatus ENSGACG00000008570
cynoglossus_semilaevis ENSCSEG00000013444
cynoglossus_semilaevis ENSCSEG00000015572
seriola_lalandi_dorsalis ENSSLDG00000024730
seriola_dumerili ENSSDUG00000011130
scophthalmus_maximus ENSSMAG00000015599
labrus_bergylta ENSLBEG00000003788
monopterus_albus ENSMALG00000013103
anabas_testudineus ENSATEG00000010796
xiphophorus_maculatus ENSXMAG00000017914
xiphophorus_couchianus ENSXCOG00000017353
gambusia_affinis ENSGAFG00000018323
poecilia_latipinna ENSPLAG00000017071
poecilia_mexicana ENSPMEG00000024154
poecilia_formosa ENSPFOG00000008452
poecilia_reticulata ENSPREG00000021747
cyprinodon_variegatus ENSCVAG00000013578
fundulus_heteroclitus ENSFHEG00000016467
kryptolebias_marmoratus ENSKMAG00000017713
oryzias_latipes_asm223471v1 ENSORLG00020016074
oryzias_latipes_asm223469v1 ENSORLG00015004486
oryzias_latipes_asm223467v1 ENSORLG00000028722
oryzias_melastigma ENSOMEG00000001922
amphiprion_ocellaris ENSAOCG00000011484
amphiprion_percula ENSAPEG00000024233
acanthochromis_polyacanthus ENSAPOG00000006388
stegastes_partitus ENSSPAG00000009576
pundamilia_nyererei ENSPNYG00000015164
astatotilapia_calliptera ENSACLG00000025302
maylandia_zebra ENSMZEG00005017480
haplochromis_burtoni ENSHBUG00000005695
oreochromis_niloticus ENSONIG00000013366
neolamprologus_brichardi ENSNBRG00000009522
amphilophus_citrinellus ENSACIG00000010764
hippocampus_comes ENSHCOG00000010738
gadus_morhua ENSGMOG00000012248
esox_lucius ENSELUG00000013762
paramormyrops_kingsleyae ENSPKIG00000022838
pygocentrus_nattereri ENSPNAG00000002799
astyanax_mexicanus ENSAMXG00000033427
ictalurus_punctatus ENSIPUG00000016243
danio_rerio ENSDARG00000062314
petromyzon_marinus ENSPMAG00000003577
eptatretus_burgeri ENSEBUG00000015143
drosophila_melanogaster FBgn0037326
