pygocentrus_nattereri ENSPNAG00000018733
astyanax_mexicanus ENSAMXG00000001097
ictalurus_punctatus ENSIPUG00000013098
danio_rerio ENSDARG00000100236
amphiprion_percula ENSAPEG00000020856
acanthochromis_polyacanthus ENSAPOG00000019388
astatotilapia_calliptera ENSACLG00000025858
haplochromis_burtoni ENSHBUG00000019043
oreochromis_niloticus ENSONIG00000014213
seriola_dumerili ENSSDUG00000014031
monopterus_albus ENSMALG00000000638
xiphophorus_maculatus ENSXMAG00000024352
gambusia_affinis ENSGAFG00000006225
poecilia_formosa ENSPFOG00000021849
fundulus_heteroclitus ENSFHEG00000003931
kryptolebias_marmoratus ENSKMAG00000007999
oryzias_latipes_asm223467v1 ENSORLG00000026142
esox_lucius ENSELUG00000015375
paramormyrops_kingsleyae ENSPKIG00000007653
seriola_dumerili ENSSDUG00000014371
scophthalmus_maximus ENSSMAG00000014057
anabas_testudineus ENSATEG00000017270
mastacembelus_armatus ENSMAMG00000016798
poecilia_mexicana ENSPMEG00000007395
poecilia_formosa ENSPFOG00000023692
fundulus_heteroclitus ENSFHEG00000005747
oryzias_latipes_asm223469v1 ENSORLG00015015761
oryzias_latipes_asm223467v1 ENSORLG00000028262
oryzias_melastigma ENSOMEG00000018962
maylandia_zebra ENSMZEG00005005145
astatotilapia_calliptera ENSACLG00000020979
oreochromis_niloticus ENSONIG00000015864
amphiprion_ocellaris ENSAOCG00000002271
amphiprion_percula ENSAPEG00000015913
acanthochromis_polyacanthus ENSAPOG00000017662
stegastes_partitus ENSSPAG00000016060
labrus_bergylta ENSLBEG00000014894
gasterosteus_aculeatus ENSGACG00000019648
gadus_morhua ENSGMOG00000005442
esox_lucius ENSELUG00000009604
danio_rerio ENSDARG00000091628
paramormyrops_kingsleyae ENSPKIG00000017757
lepisosteus_oculatus ENSLOCG00000004516
petromyzon_marinus ENSPMAG00000009788
ciona_savignyi ENSCSAVG00000003246
chelonoidis_abingdonii ENSCABG00000010235
chelonoidis_abingdonii ENSCABG00000010238
chrysemys_picta_bellii ENSCPBG00000013888
chrysemys_picta_bellii ENSCPBG00000013890
gopherus_agassizii ENSGAGG00000013127
pelodiscus_sinensis ENSPSIG00000014633
crocodylus_porosus ENSCPRG00005017725
sphenodon_punctatus ENSSPUG00000000438
sphenodon_punctatus ENSSPUG00000000374
pogona_vitticeps ENSPVIG00000000731
pogona_vitticeps ENSPVIG00000000752
anolis_carolinensis ENSACAG00000016403
salvator_merianae ENSSMRG00000011603
manacus_vitellinus ENSMVIG00005016427
lepidothrix_coronata ENSLCOG00000003605
junco_hyemalis ENSJHYG00000016608
zonotrichia_albicollis ENSZALG00000008754
serinus_canaria ENSSCAG00000013984
taeniopygia_guttata ENSTGUG00000011353
lonchura_striata_domestica ENSLSDG00000014165
cyanistes_caeruleus ENSCCEG00000012481
parus_major ENSPMJG00000000910
ficedula_albicollis ENSFALG00000005394
melopsittacus_undulatus ENSMUNG00000005664
calidris_pygmaea ENSCPGG00000003045
gallus_gallus ENSGALG00000031167
gallus_gallus ENSGALG00000031648
meleagris_gallopavo ENSMGAG00000011312
coturnix_japonica ENSCJPG00005011676
numida_meleagris ENSNMEG00000017211
anser_brachyrhynchus ENSABRG00000007214
anas_platyrhynchos_platyrhynchos ENSAPLG00000016218
calidris_pugnax ENSCPUG00000009178
apteryx_owenii ENSAOWG00000007994
apteryx_haastii ENSAHAG00000014843
apteryx_rowi ENSARWG00000016170
nothoprocta_perdicaria ENSNPEG00000014072
dromaius_novaehollandiae ENSDNVG00000009948
xenopus_tropicalis ENSXETG00000030250
xenopus_tropicalis ENSXETG00000023264
taeniopygia_guttata ENSTGUG00000013674
myotis_lucifugus ENSMLUG00000011710
pteropus_vampyrus ENSPVAG00000014325
fukomys_damarensis ENSFDAG00000011314
octodon_degus ENSODEG00000003449
cavia_aperea ENSCAPG00000015791
cavia_porcellus ENSCPOG00000030067
otolemur_garnettii ENSOGAG00000025587
otolemur_garnettii ENSOGAG00000006246
chinchilla_lanigera ENSCLAG00000002081
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000275
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015719
ictidomys_tridecemlineatus ENSSTOG00000023788
oryctolagus_cuniculus ENSOCUG00000015847
ochotona_princeps ENSOPRG00000002680
erinaceus_europaeus ENSEEUG00000015955
sorex_araneus ENSSARG00000004475
ovis_aries ENSOARG00000000745
capra_hircus ENSCHIG00000023489
bos_mutus ENSBMUG00000014163
bos_taurus ENSBTAG00000014689
bison_bison_bison ENSBBBG00000004702
tursiops_truncatus ENSTTRG00000017153
sus_scrofa ENSSSCG00000006202
vicugna_pacos ENSVPAG00000004204
dipodomys_ordii ENSDORG00000015383
ursus_americanus ENSUAMG00000023498
ursus_maritimus ENSUMAG00000014367
ailuropoda_melanoleuca ENSAMEG00000012571
neovison_vison ENSNVIG00000023870
mustela_putorius_furo ENSMPUG00000010214
canis_lupus_familiaris ENSCAFG00000007411
canis_lupus_dingo ENSCAFG00020016152
vulpes_vulpes ENSVVUG00000018649
panthera_pardus ENSPPRG00000003474
panthera_tigris_altaica ENSPTIG00000019754
felis_catus ENSFCAG00000024639
equus_caballus ENSECAG00000000909
equus_asinus_asinus ENSEASG00005001209
homo_sapiens ENSG00000104218
gorilla_gorilla ENSGGOG00000027574
pan_paniscus ENSPPAG00000034833
pan_troglodytes ENSPTRG00000020319
pongo_abelii ENSPPYG00000018649
nomascus_leucogenys ENSNLEG00000010957
papio_anubis ENSPANG00000009322
cercocebus_atys ENSCATG00000035997
theropithecus_gelada ENSTGEG00000020896
mandrillus_leucophaeus ENSMLEG00000007846
macaca_fascicularis ENSMFAG00000046172
macaca_mulatta ENSMMUG00000014423
macaca_nemestrina ENSMNEG00000033156
chlorocebus_sabaeus ENSCSAG00000014049
colobus_angolensis_palliatus ENSCANG00000041294
piliocolobus_tephrosceles ENSPTEG00000008205
rhinopithecus_roxellana ENSRROG00000008155
rhinopithecus_bieti ENSRBIG00000028471
cebus_capucinus_imitator ENSCCAG00000022961
saimiri_boliviensis_boliviensis ENSSBOG00000024874
callithrix_jacchus ENSCJAG00000004674
aotus_nancymaae ENSANAG00000035443
carlito_syrichta ENSTSYG00000007214
prolemur_simus ENSPSMG00000001230
microcebus_murinus ENSMICG00000011048
propithecus_coquereli ENSPCOG00000024618
peromyscus_maniculatus_bairdii ENSPEMG00000009480
microtus_ochrogaster ENSMOCG00000013814
cricetulus_griseus_crigri-picr ENSCGRG00015021782
cricetulus_griseus_crigri-picr ENSCGRG00015021729
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005130
cricetulus_griseus_crigri_1.0 ENSCGRG00000011140
mesocricetus_auratus ENSMAUG00000019563
mus_spicilegus ENSMSIG00000008578
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056763
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013946
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023873
rattus_norvegicus ENSRNOG00000021718
nannospalax_galili ENSNGAG00000014354
jaculus_jaculus ENSJJAG00000015401
castor_canadensis ENSCCNG00000020713
tupaia_belangeri ENSTBEG00000008821
loxodonta_africana ENSLAFG00000011549
procavia_capensis ENSPCAG00000003784
choloepus_hoffmanni ENSCHOG00000002034
dasypus_novemcinctus ENSDNOG00000003685
echinops_telfairi ENSETEG00000011927
bison_bison_bison ENSBBBG00000004683
notamacropus_eugenii ENSMEUG00000000211
phascolarctos_cinereus ENSPCIG00000026631
sarcophilus_harrisii ENSSHAG00000004470
monodelphis_domestica ENSMODG00000007824
ornithorhynchus_anatinus ENSOANG00000002320
spermophilus_dauricus ENSSDAG00000012800
urocitellus_parryii ENSUPAG00010007338
marmota_marmota_marmota ENSMMMG00000002147
ciona_intestinalis ENSCING00000005569
ciona_savignyi ENSCSAVG00000003261
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014749
meriones_unguiculatus ENSMUGG00000019563
ornithorhynchus_anatinus ENSOANG00000002323
scleropages_formosus ENSSFOG00015014374
latimeria_chalumnae ENSLACG00000009182
