salvator_merianae ENSSMRG00000005381
pogona_vitticeps ENSPVIG00000006339
pelodiscus_sinensis ENSPSIG00000008050
chrysemys_picta_bellii ENSCPBG00000022405
anas_platyrhynchos_platyrhynchos ENSAPLG00000024958
anser_brachyrhynchus ENSABRG00000006080
numida_meleagris ENSNMEG00000012499
cyanistes_caeruleus ENSCCEG00000002775
ficedula_albicollis ENSFALG00000007131
manacus_vitellinus ENSMVIG00005009202
latimeria_chalumnae ENSLACG00000022626
tetraodon_nigroviridis ENSTNIG00000019528
cynoglossus_semilaevis ENSCSEG00000018241
fundulus_heteroclitus ENSFHEG00000009919
gambusia_affinis ENSGAFG00000003518
oryzias_latipes_asm223467v1 ENSORLG00000022289
oryzias_latipes_asm223469v1 ENSORLG00015003254
oryzias_latipes_asm223471v1 ENSORLG00020000532
oryzias_melastigma ENSOMEG00000017993
haplochromis_burtoni ENSHBUG00000016970
astatotilapia_calliptera ENSACLG00000025798
seriola_dumerili ENSSDUG00000011810
scophthalmus_maximus ENSSMAG00000001042
monopterus_albus ENSMALG00000005272
hippocampus_comes ENSHCOG00000000209
esox_lucius ENSELUG00000021123
astyanax_mexicanus ENSAMXG00000036581
ictalurus_punctatus ENSIPUG00000002611
